246,194193,8,000000,141,298481,96,000000,88,000000,0,000000
247,900089,8,000000,145,298481,96,000000,88,000000,0,000000
304,652220,8,000000,215,298481,96,000000,88,000000,0,000000
305,110487,8,000000,211,298481,96,000000,88,000000,0,000000
420,650336,8,000000,131,298481,96,000000,88,000000,0,000000
515,616174,8,000000,63,298481,96,000000,88,000000,0,000000
569,475582,8,000000,79,298481,96,000000,88,000000,0,000000
574,614167,8,000000,83,298481,96,000000,88,000000,0,000000
720,784542,8,000000,155,298481,96,000000,88,000000,0,000000
748,386308,8,000000,231,298481,96,000000,88,000000,0,000000
634,029011,8,000000,305,298481,96,000000,88,000000,0,000000
559,251562,8,000000,229,298481,96,000000,88,000000,0,000000
637,173035,8,000000,153,298481,96,000000,88,000000,0,000000
808,047128,8,000000,169,298481,96,000000,88,000000,0,000000
853,462941,8,000000,245,298481,96,000000,88,000000,0,000000
850,472907,8,000000,249,298481,96,000000,88,000000,0,000000
824,901953,8,000000,321,298481,96,000000,88,000000,0,000000
635,204630,8,000000,35,298481,95,000000,88,000000,0,000000
556,051821,8,000000,323,298481,94,000000,88,000000,0,000000
435,960649,8,000000,247,298481,94,000000,88,000000,0,000000
598,061011,8,000000,259,298481,97,000000,84,000000,0,000000
466,871126,8,000000,339,298481,97,000000,84,000000,0,000000
430,176659,8,000000,51,298481,96,000000,84,000000,0,000000
305,242764,8,000000,123,298481,99,000000,80,000000,0,000000
393,601174,8,000000,61,298481,99,000000,80,000000,0,000000
273,844996,8,000000,353,298481,99,000000,80,000000,0,000000
265,501746,8,000000,349,298481,99,000000,80,000000,0,000000
151,871444,8,000000,333,298481,98,000000,80,000000,0,000000
147,479718,8,000000,337,298481,98,000000,80,000000,0,000000
88,110166,8,000000,33,298481,100,000000,76,000000,0,000000
99,527583,8,000000,37,298481,100,000000,76,000000,0,000000
210,545327,8,000000,105,298481,100,000000,76,000000,0,000000
211,759478,8,000000,109,298481,100,000000,76,000000,0,000000
310,974528,8,000000,189,298481,100,000000,76,000000,0,000000
344,204048,8,000000,167,298481,100,000000,76,000000,0,000000
353,067030,8,000000,163,298481,100,000000,76,000000,0,000000
479,444128,8,000000,91,298481,100,000000,76,000000,0,000000
532,439649,8,000000,51,298481,100,000000,76,000000,0,000000
666,410763,8,000000,123,298481,100,000000,76,000000,0,000000
751,493937,8,000000,199,298481,100,000000,76,000000,0,000000
695,137387,8,000000,275,298481,100,000000,76,000000,0,000000
573,194887,8,000000,265,298481,100,000000,76,000000,0,000000
604,679960,8,000000,181,298481,100,000000,76,000000,0,000000
747,118938,8,000000,141,298481,100,000000,76,000000,0,000000
867,493436,8,000000,217,298481,100,000000,76,000000,0,000000
866,951354,8,000000,221,298481,100,000000,76,000000,0,000000
861,114444,8,000000,293,298481,100,000000,76,000000,0,000000
707,047169,8,000000,9,298481,99,000000,76,000000,0,000000
604,260686,8,000000,351,298481,99,000000,76,000000,0,000000
470,497433,8,000000,275,298481,98,000000,76,000000,0,000000
563,369507,8,000000,231,298481,101,000000,72,000000,0,000000
549,385297,8,000000,307,298481,101,000000,72,000000,0,000000
538,617888,8,000000,311,298481,101,000000,72,000000,0,000000
482,316695,8,000000,23,298481,101,000000,72,000000,0,000000
331,044423,8,000000,95,298481,100,000000,72,000000,0,000000
393,970113,8,000000,89,298481,103,000000,68,000000,0,000000
399,938579,8,000000,85,298481,103,000000,68,000000,0,000000
328,314628,8,000000,17,298481,103,000000,68,000000,0,000000
198,807646,8,000000,305,298481,102,000000,68,000000,0,000000
195,158079,8,000000,309,298481,102,000000,68,000000,0,000000
71,097557,8,000000,17,298481,104,000000,64,000000,0,000000
69,939311,8,000000,21,298481,104,000000,64,000000,0,000000
167,478994,8,000000,77,298481,104,000000,64,000000,0,000000
169,596043,8,000000,81,298481,104,000000,64,000000,0,000000
273,773507,8,000000,161,298481,104,000000,64,000000,0,000000
304,488547,8,000000,195,298481,104,000000,64,000000,0,000000
435,862395,8,000000,119,298481,104,000000,64,000000,0,000000
441,958745,8,000000,115,298481,104,000000,64,000000,0,000000
523,327990,8,000000,47,298481,104,000000,64,000000,0,000000
596,517585,8,000000,95,298481,104,000000,64,000000,0,000000
729,020285,8,000000,167,298481,104,000000,64,000000,0,000000
732,182096,8,000000,171,298481,104,000000,64,000000,0,000000
735,529422,8,000000,247,298481,104,000000,64,000000,0,000000
614,372518,8,000000,293,298481,104,000000,64,000000,0,000000
608,132715,8,000000,289,298481,104,000000,64,000000,0,000000
560,830378,8,000000,213,298481,104,000000,64,000000,0,000000
686,811288,8,000000,141,298481,104,000000,64,000000,0,000000
826,392038,8,000000,185,298481,104,000000,64,000000,0,000000
888,213476,8,000000,261,298481,104,000000,64,000000,0,000000
769,565844,8,000000,337,298481,104,000000,64,000000,0,000000
662,700435,8,000000,23,298481,103,000000,64,000000,0,000000
506,226265,8,000000,307,298481,102,000000,64,000000,0,000000
514,962486,8,000000,231,298481,105,000000,60,000000,0,000000
559,528746,8,000000,275,298481,108,000000,56,000000,0,000000
511,541349,8,000000,351,298481,108,000000,56,000000,0,000000
346,415949,8,000000,67,298481,107,000000,56,000000,0,000000
363,153217,8,000000,117,298481,110,000000,52,000000,0,000000
358,231479,8,000000,45,298481,110,000000,52,000000,0,000000
256,093677,8,000000,341,298481,110,000000,52,000000,0,000000
250,439677,8,000000,337,298481,110,000000,52,000000,0,000000
108,927305,8,000000,349,298481,111,000000,48,000000,0,000000
98,979374,8,000000,353,298481,111,000000,48,000000,0,000000
127,305824,8,000000,45,298481,111,000000,48,000000,0,000000
130,488525,8,000000,49,298481,111,000000,48,000000,0,000000
223,604781,8,000000,125,298481,111,000000,48,000000,0,000000
309,323142,8,000000,201,298481,111,000000,48,000000,0,000000
372,918047,8,000000,151,298481,111,000000,48,000000,0,000000
379,322783,8,000000,147,298481,111,000000,48,000000,0,000000
496,779251,8,000000,79,298481,111,000000,48,000000,0,000000
544,537608,8,000000,63,298481,111,000000,48,000000,0,000000
551,023238,8,000000,67,298481,111,000000,48,000000,0,000000
688,123859,8,000000,135,298481,111,000000,48,000000,0,000000
754,058021,8,000000,215,298481,111,000000,48,000000,0,000000
673,886737,8,000000,287,298481,111,000000,48,000000,0,000000
553,796193,8,000000,245,298481,111,000000,48,000000,0,000000
610,474730,8,000000,173,298481,111,000000,48,000000,0,000000
767,055807,8,000000,153,298481,111,000000,48,000000,0,000000
863,202009,8,000000,225,298481,111,000000,48,000000,0,000000
869,304122,8,000000,229,298481,111,000000,48,000000,0,000000
827,839002,8,000000,305,298481,111,000000,48,000000,0,000000
689,515494,8,000000,17,298481,110,000000,48,000000,0,000000
565,961598,8,000000,339,298481,110,000000,48,000000,0,000000
463,787573,8,000000,267,298481,112,000000,44,000000,0,000000
541,885003,8,000000,243,298481,112,000000,44,000000,0,000000
552,404836,8,000000,315,298481,112,000000,44,000000,0,000000
556,082387,8,000000,319,298481,112,000000,44,000000,0,000000
401,470451,8,000000,35,298481,111,000000,44,000000,0,000000
340,163594,8,000000,103,298481,111,000000,44,000000,0,000000
374,990648,8,000000,77,298481,114,000000,40,000000,0,000000
307,323070,8,000000,9,298481,114,000000,40,000000,0,000000
171,950382,8,000000,317,298481,113,000000,40,000000,0,000000
160,802876,8,000000,321,298481,113,000000,40,000000,0,000000
85,427649,8,000000,17,298481,112,000000,40,000000,0,000000
84,543210,8,000000,21,298481,112,000000,40,000000,0,000000
154,079872,8,000000,89,298481,112,000000,40,000000,0,000000
165,819701,8,000000,93,298481,112,000000,40,000000,0,000000
305,777248,8,000000,165,298481,112,000000,40,000000,0,000000
324,492917,8,000000,183,298481,112,000000,40,000000,0,000000
329,339056,8,000000,179,298481,112,000000,40,000000,0,000000
446,178393,8,000000,111,298481,112,000000,40,000000,0,000000
523,786558,8,000000,35,298481,112,000000,40,000000,0,000000
624,052713,8,000000,103,298481,112,000000,40,000000,0,000000
738,483778,8,000000,183,298481,112,000000,40,000000,0,000000
725,766203,8,000000,255,298481,112,000000,40,000000,0,000000
601,341040,8,000000,281,298481,112,000000,40,000000,0,000000
594,121758,8,000000,277,298481,112,000000,40,000000,0,000000
562,058711,8,000000,205,298481,112,000000,40,000000,0,000000
723,579395,8,000000,129,298481,112,000000,40,000000,0,000000
830,475237,8,000000,193,298481,112,000000,40,000000,0,000000
891,436795,8,000000,273,298481,112,000000,40,000000,0,000000
750,298907,8,000000,345,298481,112,000000,40,000000,0,000000
652,268035,8,000000,11,298481,111,000000,40,000000,0,000000
491,183105,8,000000,299,298481,110,000000,40,000000,0,000000
533,346271,8,000000,219,298481,110,000000,40,000000,0,000000
529,707685,8,000000,283,298481,113,000000,36,000000,0,000000
505,165783,8,000000,3,298481,113,000000,36,000000,0,000000
317,110029,8,000000,71,298481,112,000000,36,000000,0,000000
317,906111,8,000000,75,298481,112,000000,36,000000,0,000000
394,417469,8,000000,105,298481,115,000000,32,000000,0,000000
331,200425,8,000000,41,298481,115,000000,32,000000,0,000000
246,219519,8,000000,325,298481,114,000000,32,000000,0,000000
236,613035,8,000000,321,298481,114,000000,32,000000,0,000000
101,791718,8,000000,349,298481,113,000000,32,000000,0,000000
97,276615,8,000000,353,298481,113,000000,32,000000,0,000000
86,474156,8,000000,57,298481,113,000000,32,000000,0,000000
93,126814,8,000000,61,298481,113,000000,32,000000,0,000000
100,833313,8,000000,65,298481,113,000000,32,000000,0,000000
285,451219,8,000000,129,298481,113,000000,32,000000,0,000000
290,900398,8,000000,133,298481,113,000000,32,000000,0,000000
295,024868,8,000000,215,298481,113,000000,32,000000,0,000000
381,147614,8,000000,143,298481,113,000000,32,000000,0,000000
512,539845,8,000000,67,298481,113,000000,32,000000,0,000000
574,204783,8,000000,71,298481,113,000000,32,000000,0,000000
691,932107,8,000000,147,298481,113,000000,32,000000,0,000000
698,896809,8,000000,151,298481,113,000000,32,000000,0,000000
757,355681,8,000000,223,298481,113,000000,32,000000,0,000000
657,515910,8,000000,299,298481,113,000000,32,000000,0,000000
649,250108,8,000000,303,298481,113,000000,32,000000,0,000000
540,621954,8,000000,241,298481,113,000000,32,000000,0,000000
539,397523,8,000000,237,298481,113,000000,32,000000,0,000000
657,431154,8,000000,161,298481,113,000000,32,000000,0,000000
761,447770,8,000000,161,298481,113,000000,32,000000,0,000000
895,710428,8,000000,241,298481,113,000000,32,000000,0,000000
786,506942,8,000000,313,298481,113,000000,32,000000,0,000000
697,737386,8,000000,29,298481,112,000000,32,000000,0,000000
532,953937,8,000000,335,298481,112,000000,32,000000,0,000000
526,629909,8,000000,331,298481,111,000000,32,000000,0,000000
495,466746,8,000000,255,298481,114,000000,28,000000,0,000000
493,745714,8,000000,251,298481,114,000000,28,000000,0,000000
520,576345,8,000000,251,298481,117,000000,24,000000,0,000000
556,822192,8,000000,331,298481,117,000000,24,000000,0,000000
366,603270,8,000000,43,298481,116,000000,24,000000,0,000000
370,939876,8,000000,115,298481,116,000000,24,000000,0,000000
345,420531,8,000000,69,298481,116,000000,24,000000,0,000000
309,196875,8,000000,357,298481,116,000000,24,000000,0,000000
299,777224,8,000000,353,298481,116,000000,24,000000,0,000000
148,512033,8,000000,305,298481,115,000000,24,000000,0,000000
140,916030,8,000000,305,298481,115,000000,24,000000,0,000000
37,406041,8,000000,17,298481,116,000000,20,000000,0,000000
37,406041,0,000000,21,298481,114,800000,18,800000,0,000000
39,131528,-1,000000,21,298481,114,800000,18,800000,0,000000
262,015620,-8,000000,122,298481,114,800000,18,800000,0,000000
270,147728,-8,000000,125,298481,114,800000,18,800000,0,000000
260,325039,8,000000,203,298481,114,800000,18,800000,0,000000
260,428754,8,000000,199,298481,114,800000,18,800000,0,000000
398,369926,8,000000,131,298481,114,800000,18,800000,0,000000
311,213444,8,000000,63,298481,114,800000,18,800000,0,000000
253,302932,8,000000,79,298481,114,800000,18,800000,0,000000
332,730379,8,000000,147,298481,114,800000,18,800000,0,000000
468,461784,8,000000,227,298481,114,800000,18,800000,0,000000
441,547852,8,000000,299,298481,114,800000,18,800000,0,000000
430,737666,8,000000,303,298481,114,800000,18,800000,0,000000
493,008539,8,000000,233,298481,114,800000,18,800000,0,000000
507,573688,8,000000,229,298481,114,800000,18,800000,0,000000
587,893777,8,000000,161,298481,114,800000,18,800000,0,000000
586,590701,8,000000,157,298481,114,800000,18,800000,0,000000
725,575640,8,000000,165,298481,114,800000,18,800000,0,000000
819,094143,8,000000,237,298481,114,800000,18,800000,0,000000
881,154423,8,000000,317,298481,114,800000,18,800000,0,000000
705,110798,8,000000,29,298481,113,800000,18,800000,0,000000
632,959741,8,000000,327,298481,113,800000,18,800000,0,000000
581,243098,-3,000000,235,548481,110,800000,18,800000,0,000000
536,528737,-8,000000,277,548481,113,800000,14,800000,0,000000
523,539538,-8,000000,349,548481,113,800000,14,800000,0,000000
680,191682,3,000000,88,048481,112,800000,14,800000,0,000000
642,404391,8,000000,85,298481,112,800000,14,800000,0,000000
571,192959,8,000000,9,298481,115,800000,10,800000,0,000000
419,279618,8,000000,313,298481,114,800000,10,800000,0,000000
322,464274,8,000000,29,298481,113,800000,10,800000,0,000000
322,296531,8,000000,33,298481,113,800000,10,800000,0,000000
234,329696,8,000000,97,298481,116,800000,6,800000,0,000000
364,294973,8,000000,169,298481,116,800000,6,800000,0,000000
498,965627,8,000000,187,298481,116,800000,5,925000,0,000000
626,432239,8,000000,115,298481,116,800000,5,925000,0,000000
653,982459,8,000000,47,298481,116,800000,5,925000,0,000000
659,428930,8,000000,99,298481,116,800000,5,925000,0,000000
799,948451,8,000000,171,298481,116,800000,5,925000,0,000000
851,484517,8,000000,247,298481,116,800000,5,925000,0,000000
768,311971,8,000000,289,298481,116,800000,5,925000,0,000000
774,865077,8,000000,213,298481,116,800000,5,925000,0,000000
914,349621,8,000000,141,298481,116,800000,5,925000,0,000000
1046,674594,8,000000,185,298481,116,800000,5,925000,0,000000
1133,514591,8,000000,257,298481,116,800000,5,925000,0,000000
1053,789635,8,000000,337,298481,116,800000,5,925000,0,000000
913,570426,8,000000,23,298481,115,800000,5,925000,0,000000
784,091525,8,000000,307,298481,114,800000,5,925000,0,000000
791,505313,8,000000,235,298481,114,800000,5,925000,0,000000
900,541399,8,000000,271,298481,114,800000,5,925000,0,000000
909,805520,8,000000,275,298481,114,800000,5,925000,0,000000
837,323077,8,000000,347,298481,114,800000,5,925000,0,000000
719,790362,8,000000,63,298481,113,800000,5,925000,0,000000
677,667707,8,000000,121,298481,113,800000,5,925000,0,000000
640,517047,8,000000,45,298481,116,800000,1,925000,0,000000
499,487723,8,000000,333,298481,115,800000,1,925000,0,000000
397,828570,8,000000,353,298481,115,800000,1,925000,0,000000
397,733536,8,000000,357,298481,115,800000,1,925000,0,000000
